age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
5,Private,0,10th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,9,1,United-States,0
6,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,9,0,United-States,0
5,Private,0,11th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,9,1,United-States,0
4,Private,0,Some-college,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,9,1,United-States,0
6,Private,0,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,9,2,United-States,0
5,Private,0,HS-grad,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,9,1,United-States,0
5,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,9,2,United-States,0
4,Private,0,Assoc-acdm,2,Married-civ-spouse,Tech-support,Husband,White,Male,0,9,0,United-States,0
3,Private,0,7th-8th,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,9,1,United-States,0
4,Private,0,11th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,9,0,United-States,0
6,Private,0,HS-grad,0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,9,0,United-States,0
6,Local-gov,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,9,1,United-States,0
6,Local-gov,0,HS-grad,0,Married-civ-spouse,Other-service,Husband,White,Male,0,9,2,United-States,0
6,Private,0,7th-8th,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,9,1,United-States,0
6,Private,0,11th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,9,1,United-States,0
4,Federal-gov,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,9,1,Iran,0
5,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,9,1,United-States,0
4,Private,0,Assoc-acdm,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,9,1,United-States,0
2,Local-gov,0,Assoc-acdm,2,Married-civ-spouse,Protective-serv,Husband,White,Male,0,9,1,England,0
2,Private,0,Assoc-voc,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,9,1,United-States,0
6,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,9,2,United-States,0
6,Self-emp-not-inc,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,9,0,United-States,0
5,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,9,3,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,9,1,United-States,0
6,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,9,3,United-States,0
4,Private,0,Assoc-acdm,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,9,1,United-States,0
4,Private,0,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,9,1,United-States,0
4,Self-emp-inc,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,9,1,United-States,0
6,Private,0,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,9,1,United-States,0
6,Private,0,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,9,2,United-States,0
6,Self-emp-not-inc,0,Doctorate,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,9,2,United-States,0
4,Private,0,HS-grad,0,Never-married,Adm-clerical,Unmarried,White,Male,0,9,1,United-States,0
0,Private,0,HS-grad,0,Never-married,Other-service,Unmarried,White,Male,0,9,1,United-States,0
5,Federal-gov,0,Masters,3,Divorced,Adm-clerical,Not-in-family,White,Male,0,9,3,United-States,0
4,Private,0,11th,0,Never-married,Craft-repair,Not-in-family,White,Male,0,9,1,United-States,0
4,Private,0,Bachelors,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,9,1,United-States,0
2,Private,0,Assoc-acdm,2,Never-married,Tech-support,Not-in-family,White,Female,0,9,0,United-States,0
0,Private,0,HS-grad,0,Never-married,Other-service,Not-in-family,White,Male,0,9,1,United-States,0
1,Private,0,HS-grad,0,Never-married,Adm-clerical,Own-child,Black,Male,0,9,1,United-States,0
5,Self-emp-not-inc,0,Some-college,1,Divorced,Craft-repair,Not-in-family,White,Male,0,9,2,United-States,0
6,Self-emp-not-inc,0,HS-grad,0,Widowed,Craft-repair,Not-in-family,White,Male,0,9,0,United-States,0
2,Private,0,HS-grad,0,Never-married,Craft-repair,Not-in-family,White,Male,0,9,2,United-States,0
0,Private,0,Some-college,1,Never-married,Adm-clerical,Own-child,White,Female,0,9,1,United-States,0
1,Private,0,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,9,1,United-States,0
6,Federal-gov,0,Bachelors,2,Never-married,Transport-moving,Not-in-family,Black,Male,0,9,3,United-States,0
0,Local-gov,0,Some-college,1,Never-married,Other-service,Not-in-family,White,Female,0,9,1,United-States,0
4,Private,0,HS-grad,0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,9,1,United-States,0
0,Private,0,HS-grad,0,Never-married,Adm-clerical,Own-child,White,Male,0,9,1,United-States,0
6,Private,0,HS-grad,0,Separated,Adm-clerical,Not-in-family,White,Female,0,9,1,United-States,0
4,Private,0,Bachelors,2,Never-married,Other-service,Not-in-family,White,Male,0,9,1,United-States,0
4,Private,0,HS-grad,0,Never-married,Farming-fishing,Not-in-family,White,Male,0,9,1,United-States,0
4,Private,0,HS-grad,0,Never-married,Other-service,Not-in-family,Black,Female,0,9,1,United-States,0
2,Private,0,HS-grad,0,Never-married,Other-service,Not-in-family,White,Male,0,9,1,United-States,0
2,Private,0,Some-college,1,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,9,1,Philippines,0
4,Private,0,Bachelors,2,Divorced,Sales,Not-in-family,White,Female,0,9,3,United-States,0
4,Self-emp-not-inc,0,Bachelors,2,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,9,3,United-States,0
2,Federal-gov,0,HS-grad,0,Never-married,Craft-repair,Not-in-family,Black,Male,0,9,1,United-States,0
2,Local-gov,0,Assoc-acdm,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,9,1,United-States,0
5,Private,0,HS-grad,0,Divorced,Transport-moving,Not-in-family,White,Male,0,9,2,United-States,0
5,Private,0,Some-college,1,Separated,Exec-managerial,Not-in-family,White,Male,0,9,2,England,0
5,Private,0,Bachelors,2,Divorced,Sales,Not-in-family,White,Male,0,9,3,United-States,0
2,Private,0,Bachelors,2,Never-married,Tech-support,Not-in-family,White,Female,0,9,0,United-States,0
5,Federal-gov,0,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,9,1,United-States,0
4,Private,0,10th,0,Widowed,Other-service,Not-in-family,Black,Female,0,9,1,United-States,0
6,Private,0,Masters,3,Divorced,Adm-clerical,Not-in-family,White,Female,0,9,2,United-States,0
5,Private,0,HS-grad,0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,9,2,United-States,0
4,Private,0,Assoc-voc,2,Never-married,Transport-moving,Own-child,White,Male,0,9,3,United-States,0
4,Private,0,HS-grad,0,Never-married,Sales,Not-in-family,White,Female,0,9,1,United-States,0
4,Private,0,Some-college,1,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,9,1,United-States,0
2,Private,0,Some-college,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,9,1,United-States,0
4,Private,0,HS-grad,0,Never-married,Transport-moving,Own-child,White,Male,0,9,1,United-States,0
6,Private,0,Some-college,1,Divorced,Exec-managerial,Not-in-family,White,Female,0,9,1,United-States,0
6,Private,0,HS-grad,0,Divorced,Other-service,Not-in-family,White,Male,0,9,1,United-States,0
6,Private,0,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Male,0,9,1,United-States,0
2,Private,0,10th,0,Never-married,Sales,Other-relative,White,Male,0,9,1,United-States,0
6,Private,0,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,8,1,United-States,1
5,Private,0,Assoc-acdm,2,Married-civ-spouse,Tech-support,Husband,White,Male,0,8,3,United-States,1
5,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,3,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
5,Private,0,Assoc-voc,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,8,1,United-States,1
4,Self-emp-inc,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,8,2,United-States,1
4,Private,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,4,United-States,1
3,Self-emp-inc,0,HS-grad,0,Married-civ-spouse,Sales,Wife,White,Female,0,8,0,United-States,1
6,Private,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,8,1,United-States,1
6,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,8,1,United-States,1
5,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
5,Local-gov,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
5,Federal-gov,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
6,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,3,United-States,1
5,Local-gov,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,3,United-States,1
6,Self-emp-inc,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,3,United-States,1
6,Self-emp-inc,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
6,Private,0,Prof-school,4,Married-civ-spouse,Tech-support,Husband,White,Male,0,8,1,United-States,1
5,Local-gov,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
6,Private,0,10th,0,Married-civ-spouse,Sales,Husband,White,Male,0,8,1,United-States,1
4,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,8,1,United-States,1
6,Local-gov,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,8,2,United-States,1
5,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,3,United-States,1
6,Private,0,Assoc-voc,2,Married-civ-spouse,Sales,Husband,White,Male,0,8,2,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,8,1,United-States,1
4,Private,0,HS-grad,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,1,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
4,Private,0,Doctorate,4,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,8,1,China,1
5,Self-emp-inc,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
4,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
6,Private,0,Doctorate,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
5,Self-emp-not-inc,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,4,United-States,1
2,Local-gov,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,1,United-States,1
6,Self-emp-inc,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
6,State-gov,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
7,Private,0,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,8,3,United-States,1
5,Self-emp-inc,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,1,United-States,1
6,Local-gov,0,Masters,3,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,8,1,United-States,1
5,Self-emp-inc,0,Doctorate,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,3,United-States,1
7,Self-emp-not-inc,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,8,0,China,1
6,Self-emp-not-inc,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
5,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
5,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,8,3,United-States,1
5,Private,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
5,State-gov,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,4,United-States,1
5,Self-emp-not-inc,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,3,United-States,1
4,Private,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,3,United-States,1
6,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,8,1,United-States,1
5,Federal-gov,0,Some-college,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,8,3,United-States,1
6,Private,0,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
4,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
4,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
6,Local-gov,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
6,Private,0,Assoc-voc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
5,Self-emp-not-inc,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,8,3,United-States,1
5,Self-emp-inc,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,1,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Protective-serv,Husband,White,Male,0,8,1,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Tech-support,Husband,White,Male,0,8,0,United-States,1
5,Private,0,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,8,4,United-States,1
6,Private,0,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
6,Federal-gov,0,HS-grad,0,Married-civ-spouse,Tech-support,Husband,White,Male,0,8,1,United-States,1
6,Private,0,Assoc-voc,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,Germany,1
6,Local-gov,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,8,2,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Tech-support,Husband,White,Male,0,8,1,United-States,1
4,Private,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
6,Self-emp-inc,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
6,Private,0,Some-college,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
6,Federal-gov,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
6,Private,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,8,1,United-States,1
6,Private,0,Doctorate,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,8,0,United-States,1
5,Private,0,Bachelors,2,Married-civ-spouse,Tech-support,Husband,White,Male,0,8,1,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
5,Private,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,8,2,United-States,1
6,Private,0,Assoc-voc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
5,Private,0,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,8,3,United-States,1
6,Local-gov,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,1,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,1,United-States,1
6,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,3,?,1
6,Private,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,1,United-States,1
4,Private,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,3,United-States,1
2,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
4,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,8,0,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,3,United-States,1
6,Local-gov,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,0,United-States,1
2,Private,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,8,0,United-States,1
6,Self-emp-not-inc,0,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,8,1,United-States,1
6,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,3,United-States,1
6,Local-gov,0,Masters,3,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,8,0,United-States,1
5,Self-emp-not-inc,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
5,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
6,Self-emp-not-inc,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,1,United-States,1
7,Private,0,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,4,United-States,1
6,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,8,2,South,1
6,Self-emp-not-inc,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
4,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
5,Self-emp-inc,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,3,Italy,1
5,Private,0,Bachelors,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,8,2,Philippines,1
6,Self-emp-not-inc,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
2,Private,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,1,United-States,1
5,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
6,State-gov,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,3,United-States,1
5,Private,0,Assoc-acdm,2,Married-civ-spouse,Sales,Husband,White,Male,0,8,2,United-States,1
4,Private,0,Bachelors,2,Married-civ-spouse,Sales,Husband,White,Male,0,8,2,United-States,1
5,Self-emp-inc,0,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,1,United-States,1
6,Self-emp-not-inc,0,10th,0,Married-civ-spouse,Craft-repair,Wife,White,Female,0,8,0,?,1
6,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,1
5,Private,0,Bachelors,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
4,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,8,3,United-States,1
6,State-gov,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,3,United-States,1
5,Private,0,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,3,United-States,1
6,Self-emp-not-inc,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,2,United-States,1
6,Federal-gov,0,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,8,1,United-States,1
5,Self-emp-not-inc,0,Assoc-voc,2,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,8,0,United-States,1
6,Private,0,Masters,3,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,8,1,United-States,1
6,Local-gov,0,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,8,0,United-States,1
4,Private,0,Prof-school,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,3,United-States,1
4,Private,0,Bachelors,2,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,8,0,United-States,1
4,Self-emp-not-inc,0,HS-grad,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,0,United-States,1
6,Local-gov,0,Masters,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,3,United-States,1
4,State-gov,0,Doctorate,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,4,United-States,1
